Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
APDN,Applied DNA Sciences Inc,3.01,$72.46M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apdn
APDNW,Applied DNA Sciences Inc,1.3399,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/apdnw
AGTC,Applied Genetic Technologies Corporation,15.71,$283.38M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agtc
AMAT,"Applied Materials, Inc.",20.47,$23.15B,1972,Technology,Semiconductors,http://www.nasdaq.com/symbol/amat
AMCC,Applied Micro Circuits Corporation,6.24,$521.27M,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/amcc
AAOI,"Applied Optoelectronics, Inc.",11.2,$191.02M,2013,Technology,Semiconductors,http://www.nasdaq.com/symbol/aaoi
AREX,Approach Resources Inc.,2.92,$119.26M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/arex
APRI,"Apricus Biosciences, Inc",0.5336,$32.96M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/apri
APTO,"Aptose Biosciences, Inc.",2.44,$29.4M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/apto
AQMS,"Aqua Metals, Inc.",8.24,$116.49M,2015,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/aqms
AQXP,"Aquinox Pharmaceuticals, Inc.",8.14,$140.11M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aqxp
AUMA,AR Capital Acquisition Corp.,9.83,$294.9M,2014,Finance,Business Services,http://www.nasdaq.com/symbol/auma
AUMAU,AR Capital Acquisition Corp.,9.9092,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/aumau
AUMAW,AR Capital Acquisition Corp.,0.08,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/aumaw
ARDM,Aradigm Corporation,4.86,$71.74M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ardm
ARLZ,Aralez Pharmaceuticals Inc.,3.91,$250.08M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arlz
PETX,"Aratana Therapeutics, Inc.",6.01,$212.49M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/petx
ABUS,Arbutus Biopharma Corporation,4.96,$270.94M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abus
ARCW,"ARC Group Worldwide, Inc.",2.25,$42.82M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arcw
ABIO,"ARCA biopharma, Inc.",4.2,$38.04M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/abio
RKDA,"Arcadia Biosciences, Inc.",2.14,$94.63M,2015,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rkda
ARCB,ArcBest Corporation,19.09,$492.23M,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/arcb
ACGL,Arch Capital Group Ltd.,70.49,$8.61B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acgl
APLP,"Archrock Partners, L.P.",13.36,$797.88M,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aplp
ACAT,Arctic Cat Inc.,16.63,$216.6M,1990,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/acat
ARDX,"Ardelyx, Inc.",8.01,$277.38M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ardx
ARNA,"Arena Pharmaceuticals, Inc.",1.72,$417.74M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arna
ARCC,Ares Capital Corporation,15.19,$4.77B,2004,n/a,n/a,http://www.nasdaq.com/symbol/arcc
AGII,"Argo Group International Holdings, Ltd.",54.97,$1.52B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agii
AGIIL,"Argo Group International Holdings, Ltd.",26.03,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agiil
ARGS,"Argos Therapeutics, Inc.",6.24,$158.06M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/args
ARIS,"ARI Network Services, Inc.",4.13,$71.28M,1991,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/aris
ARIA,"ARIAD Pharmaceuticals, Inc.",7.18,$1.37B,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aria
ARKR,Ark Restaurants Corp.,20.14,$68.84M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arkr
ARMH,ARM Holdings plc,41.19,$19.39B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/armh
ARTX,Arotech Corporation,3.62,$95.79M,1994,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artx
ARWA,Arowana Inc.,9.9801,$108.37M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/arwa
ARWAR,Arowana Inc.,0.25,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/arwar
ARWAU,Arowana Inc.,10.18,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/arwau
ARWAW,Arowana Inc.,0.0811,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/arwaw
ARQL,"ArQule, Inc.",1.63,$102.58M,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arql
ARRY,Array BioPharma Inc.,3.2,$458.68M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arry
ARRS,ARRIS International plc,22.77,$4.44B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/arrs
DWAT,Arrow DWA Tactical ETF,9.934,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwat
AROW,Arrow Financial Corporation,28.16,$364.73M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/arow
ARWR,"Arrowhead Pharmaceuticals, Inc.",5.79,$345.24M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/arwr
ARTNA,Artesian Resources Corporation,26.99,$244.68M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/artna
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",3.15,$12.92M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artw
PUMP,"Asante Solutions, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pump
ASBB,"ASB Bancorp, Inc.",25.5,$101.63M,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbb
ASNA,"Ascena Retail Group, Inc.",8.81,$1.71B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna
ASND,Ascendis Pharma A/S,16.44,$413.11M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asnd
ASCMA,"Ascent Capital Group, Inc.",15.06,$191.09M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ascma
APWC,Asia Pacific Wire & Cable Corporation Limited,2.04,$28.19M,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/apwc
ASML,ASML Holding N.V.,96.6,$41.34B,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asml
AZPN,"Aspen Technology, Inc.",38.03,$3.17B,1994,Technology,EDP Services,http://www.nasdaq.com/symbol/azpn
ASMB,"Assembly Biosciences, Inc.",6,$103.35M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asmb
ASFI,"Asta Funding, Inc.",10.01,$121.09M,1995,Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi
ASTE,"Astec Industries, Inc.",48.37,$1.11B,1986,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/aste
ALOT,"Astro-Med, Inc.",14.35,$106.02M,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/alot
ATRO,Astronics Corporation,36.95,$945.94M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/atro
ASTC,Astrotech Corporation,1.97,$40.78M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,5.22,$32.84M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/asur
ATAI,ATA Inc.,5.6911,$130.63M,2008,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atai
ATRA,"Atara Biotherapeutics, Inc.",18.01,$516.75M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/atra
ATHN,"athenahealth, Inc.",133.3,$5.19B,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn
ATHX,"Athersys, Inc.",2.31,$193.39M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/athx
AAPC,Atlantic Alliance Partnership Corp.,10.31,$107.1M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/aapc
AAME,Atlantic American Corporation,4.18,$85.25M,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aame
ACBI,"Atlantic Capital Bancshares, Inc.",14.18,$348.13M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acbi
ACFC,Atlantic Coast Financial Corporation,6.42,$99.57M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/acfc
ATNI,"Atlantic Tele-Network, Inc.",71.89,$1.16B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atni
ATLC,Atlanticus Holdings Corporation,3.01,$46.24M,1995,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,39.94,$983.99M,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/aaww
AFH,"Atlas Financial Holdings, Inc.",17.56,$211.13M,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh
TEAM,Atlassian Corporation Plc,23.17,$4.92B,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/team
ATOS,Atossa Genetics Inc.,0.38,$14.75M,2012,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atos
ATRC,"AtriCure, Inc.",15.9,$513.14M,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrc
ATRI,ATRION Corporation,398.4,$726.53M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atri
ATTU,Attunity Ltd.,6.81,$111.73M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/attu
LIFE,"aTyr Pharma, Inc.",3.56,$84.29M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/life
AUBN,"Auburn National Bancorporation, Inc.",27.9999,$102.02M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/aubn
AUDC,AudioCodes Ltd.,4.33,$163.85M,1999,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/audc
AUPH,Aurinia Pharmaceuticals Inc,2.92,$94.28M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/auph
EARS,Auris Medical Holding AG,3.66,$125.55M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ears
ABTL,Autobytel Inc.,16.6,$176.4M,1999,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/abtl
ADSK,"Autodesk, Inc.",59.82,$13.43B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk
AGMX,"AutoGenomics, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agmx
ADP,"Automatic Data Processing, Inc.",88.44,$40.46B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/adp
AAVL,"Avalanche Biotechnologies, Inc.",5.64,$151.49M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/aavl
AVNU,"Avenue Financial Holdings, Inc.",19.48,$201.77M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/avnu
AVEO,"AVEO Pharmaceuticals, Inc.",0.93,$54.11M,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo
AVXS,"AveXis, Inc.",25,$574.94M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avxs
AVNW,"Aviat Networks, Inc.",0.763,$48.08M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/avnw
AVID,"Avid Technology, Inc.",5.58,$221.13M,1993,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/avid
AVGR,"Avinger, Inc.",11.54,$146.47M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/avgr
AVIR,"Aviragen Therapeutics, Inc.",1.5852,$61.25M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avir
CAR,"Avis Budget Group, Inc.",25.1,$2.44B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/car
AWRE,"Aware, Inc.",4.16,$95.65M,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/awre
ACLS,"Axcelis Technologies, Inc.",2.85,$331.03M,2000,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/acls
AXGN,"AxoGen, Inc.",5.82,$174.51M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/axgn
AXSM,"Axsome Therapeutics, Inc.",11.44,$219.07M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axsm
AXTI,AXT Inc,2.57,$83.12M,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/axti
BCOM,B Communications Ltd.,27.012,$807.36M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/bcom
RILY,"B. Riley Financial, Inc.",10.59,$175.95M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rily
BOSC,B.O.S. Better Online Solutions,2.16,$5.15M,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bosc
BEAV,"B/E Aerospace, Inc.",48.63,$4.97B,1990,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/beav
BIDU,"Baidu, Inc.",194.3,$67.24B,2005,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/bidu
BCPC,Balchem Corporation,61.37,$1.94B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bcpc
BWINA,"Baldwin & Lyons, Inc.",23.55,$353.86M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina
BWINB,"Baldwin & Lyons, Inc.",24.44,$367.24M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwinb
BLDP,"Ballard Power Systems, Inc.",1.6,$250.97M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bldp
BANF,BancFirst Corporation,62.37,$968.74M,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,26.9288,$26.93M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banfp
BKMU,Bank Mutual Corporation,8.06,$367.34M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu
BOCH,Bank of Commerce Holdings (CA),6.27,$84.28M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boch
BMRC,Bank of Marin Bancorp,49.06,$298.2M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc
BKSC,Bank of South Carolina Corp.,15.87,$78.03M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bksc
BOTJ,"Bank of the James Financial Group, Inc.",12,$52.54M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/botj
OZRK,Bank of the Ozarks,41.3,$3.75B,1997,Finance,Major Banks,http://www.nasdaq.com/symbol/ozrk
BFIN,BankFinancial Corporation,12.36,$249.67M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin
BWFG,"Bankwell Financial Group, Inc.",20.7,$155.85M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bwfg
BANR,Banner Corporation,42.79,$1.47B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banr
BZUN,Baozun Inc.,5.78,$291.83M,2015,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/bzun
BHAC,Barington/Hilco Acquisition Corp.,9.92,$56.16M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhac
BHACR,Barington/Hilco Acquisition Corp.,0.2,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacr
BHACU,Barington/Hilco Acquisition Corp.,10.15,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacu
BHACW,Barington/Hilco Acquisition Corp.,0.08,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/bhacw
BBSI,"Barrett Business Services, Inc.",31.01,$223.34M,1993,Technology,Professional Services,http://www.nasdaq.com/symbol/bbsi
BSET,"Bassett Furniture Industries, Incorporated",29.51,$321.44M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/bset
BYBK,"Bay Bancorp, Inc.",5.09,$56.31M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bybk
BYLK,Baylake Corp,17.43,$167.68M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bylk
BV,"Bazaarvoice, Inc.",3.35,$272.94M,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bv
BBCN,"BBCN Bancorp, Inc.",15.615,$1.24B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbcn
BCBP,"BCB Bancorp, Inc. (NJ)",10.12,$113.57M,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcbp
BECN,"Beacon Roofing Supply, Inc.",42.73,$2.53B,2004,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/becn
BSF,"Bear State Financial, Inc.",9.84,$369.59M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsf
BBGI,"Beasley Broadcast Group, Inc.",3.84,$89.06M,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/bbgi
BEBE,"bebe stores, inc.",0.5445,$42.95M,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/bebe
BBBY,Bed Bath & Beyond Inc.,47.22,$7.36B,1992,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/bbby
BGNE,"BeiGene, Ltd.",27.76,$912.75M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bgne
BELFA,Bel Fuse Inc.,15.65,$185.87M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa
BELFB,Bel Fuse Inc.,16.66,$197.87M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfb
BLPH,"Bellerophon Therapeutics, Inc.",1.97,$26.55M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blph
BLCM,"Bellicum Pharmaceuticals, Inc.",10.13,$273.25M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blcm
BNCL,"Beneficial Bancorp, Inc.",13.89,$1.11B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bncl
BNFT,"Benefitfocus, Inc.",37.9,$1.11B,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bnft
BNTC,Benitec Biopharma Limited,1.4801,$10.22M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntc
BNTCW,Benitec Biopharma Limited,1,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntcw
BGCP,"BGC Partners, Inc.",9.08,$2.48B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgcp
BGFV,Big 5 Sporting Goods Corporation,12.09,$264.94M,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bgfv
BIND,"BIND Therapeutics, Inc.",1.45,$30.28M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bind
ORPN,Bio Blast Pharma Ltd.,2.24,$31.88M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/orpn
BASI,"Bioanalytical Systems, Inc.",1.04,$8.43M,1997,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/basi
BIOC,"Biocept, Inc.",0.9903,$19.79M,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/bioc
BCRX,"BioCryst Pharmaceuticals, Inc.",3.26,$240.03M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bcrx
BIOD,Biodel Inc.,0.4146,$26.6M,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/biod
BDSI,"BioDelivery Sciences International, Inc.",3.38,$180.72M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bdsi
BIIB,Biogen Inc.,274.99,$60.24B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/biib
BIOL,"Biolase, Inc.",1.42,$82.68M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/biol
BLFS,"BioLife Solutions, Inc.",1.83,$22.78M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/blfs
BOLT,BioLight Life Sciences Ltd.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bolt
BLRX,BioLineRx Ltd.,0.97,$53.17M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blrx
BMRN,BioMarin Pharmaceutical Inc.,84.68,$13.68B,1999,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bmrn
BVXV,BiondVax Pharmaceuticals Ltd.,3.96,$13.37M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bvxv
BVXVW,BiondVax Pharmaceuticals Ltd.,0.8,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bvxvw
BPTH,"Bio-Path Holdings, Inc.",2.31,$207.35M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bpth
BIOS,"BioScrip, Inc.",2.64,$181.55M,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/bios
BBC,BioShares Biotechnology Clinical Trials Fund,19.77,$21.75M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbc
BBP,BioShares Biotechnology Products Fund,25.86,$23.27M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbp
BSTC,BioSpecifics Technologies Corp,35.56,$249.78M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bstc
BSTG,"Biostage, Inc.",2.13,$30.06M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bstg
